     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
    17.43777    -0.03992    -0.04096    -0.01085    -0.04096     0.00000     0.00000     0.00000     0.00000     0.00000    -0.13269
    17.63877    -0.03770    -0.02792    -0.01804    -0.02792     0.00000     0.00000     0.00000     0.00000     0.00000    -0.11158
    17.83877    -0.03078    -0.04412    -0.01580    -0.04412     0.00000     0.00000     0.00000     0.00000     0.00000    -0.13482
    18.03977    -0.03834    -0.04696    -0.01507    -0.04696     0.00000     0.00000     0.00000     0.00000     0.00000    -0.14733
    18.24077    -0.03510    -0.04704    -0.01522    -0.04704     0.00000     0.00000     0.00000     0.00000     0.00000    -0.14440
    18.44077    -0.04294    -0.05396    -0.01634    -0.05396     0.00000     0.00000     0.00000     0.00000     0.00000    -0.16720
    18.64177    -0.05100    -0.06808    -0.01871    -0.06808     0.00000     0.00000     0.00000     0.00000     0.00000    -0.20587
    18.84177    -0.06692    -0.08104    -0.02268    -0.08104     0.00000     0.00000     0.00000     0.00000     0.00000    -0.25168
    19.04277    -0.05656    -0.08726    -0.03272    -0.08726     0.00000     0.00000     0.00000     0.00000     0.00000    -0.26380
    19.24277    -0.04664    -0.08572    -0.03114    -0.08572     0.00000     0.00000     0.00000     0.00000     0.00000    -0.24922
    19.44377    -0.02934    -0.06280    -0.02814    -0.06280     0.00000     0.00000     0.00000     0.00000     0.00000    -0.18308
    19.64477    -0.02712    -0.07192    -0.03626    -0.07192     0.00000     0.00000     0.00000     0.00000     0.00000    -0.20722
    19.84477    -0.02172    -0.06652    -0.02640    -0.06652     0.00000     0.00000     0.00000     0.00000     0.00000    -0.18116
    20.04577    -0.02690    -0.06674    -0.03026    -0.06674     0.00000     0.00000     0.00000     0.00000     0.00000    -0.19064
    20.24577    -0.01773    -0.03358    -0.03098    -0.03358     0.00000     0.00000     0.00000     0.00000     0.00000    -0.11587
    20.44677    -0.01398    -0.05262    -0.02836    -0.05262     0.00000     0.00000     0.00000     0.00000     0.00000    -0.14758
    20.64777    -0.01210    -0.06422    -0.02332    -0.06422     0.00000     0.00000     0.00000     0.00000     0.00000    -0.16386
    20.84777    -0.01015    -0.05578    -0.02578    -0.05578     0.00000     0.00000     0.00000     0.00000     0.00000    -0.14749
    21.04877    -0.01160    -0.06966    -0.02776    -0.06966     0.00000     0.00000     0.00000     0.00000     0.00000    -0.17868
    21.24877    -0.01038    -0.01913    -0.02254    -0.01913     0.00000     0.00000     0.00000     0.00000     0.00000    -0.07117
    21.44977    -0.00821    -0.00908    -0.02258    -0.00908     0.00000     0.00000     0.00000     0.00000     0.00000    -0.04895
    21.64977    -0.00827    -0.00976    -0.02362    -0.00976     0.00000     0.00000     0.00000     0.00000     0.00000    -0.05141
    21.85077    -0.00782    -0.00918    -0.01904    -0.00918     0.00000     0.00000     0.00000     0.00000     0.00000    -0.04521
    22.05177    -0.00594    -0.01275    -0.01499    -0.01275     0.00000     0.00000     0.00000     0.00000     0.00000    -0.04642
    22.25177    -0.00616    -0.02146    -0.01970    -0.02146     0.00000     0.00000     0.00000     0.00000     0.00000    -0.06878
    22.45277    -0.00603    -0.01778    -0.02160    -0.01778     0.00000     0.00000     0.00000     0.00000     0.00000    -0.06320
    22.65277    -0.00939    -0.01549    -0.01689    -0.01549     0.00000     0.00000     0.00000     0.00000     0.00000    -0.05726
    22.85377    -0.01883    -0.02312    -0.01352    -0.02312     0.00000     0.00000     0.00000     0.00000     0.00000    -0.07859
    23.05377    -0.02976    -0.02524    -0.01100    -0.02524     0.00000     0.00000     0.00000     0.00000     0.00000    -0.09124
    23.25477    -0.02474    -0.02534    -0.00749    -0.02534     0.00000     0.00000     0.00000     0.00000     0.00000    -0.08291
    23.45577    -0.02034    -0.02732    -0.01308    -0.02732     0.00000     0.00000     0.00000     0.00000     0.00000    -0.08806
    23.65577    -0.02432    -0.03542    -0.01843    -0.03542     0.00000     0.00000     0.00000     0.00000     0.00000    -0.11359
    23.85677    -0.01984    -0.02874    -0.01398    -0.02874     0.00000     0.00000     0.00000     0.00000     0.00000    -0.09130
    24.05677    -0.01730    -0.02812    -0.01574    -0.02812     0.00000     0.00000     0.00000     0.00000     0.00000    -0.08928
    24.25777    -0.03112    -0.03536    -0.02014    -0.03536     0.00000     0.00000     0.00000     0.00000     0.00000    -0.12198
    24.45877    -0.03234    -0.03986    -0.02608    -0.03986     0.00000     0.00000     0.00000     0.00000     0.00000    -0.13814
    24.65877    -0.05712    -0.05678    -0.02714    -0.05678     0.00000     0.00000     0.00000     0.00000     0.00000    -0.19782
